booking_id,booking_date,checkin_date,room_type,num_guests,lead_time,canceled,no_show
BKG5985729,2023-08-04,2023-08-22,Suite,2,18,0,0
BKG5987210,2023-07-29,2023-08-22,Deluxe,1,24,0,0
BKG5987732,2023-08-10,2023-08-22,Suite,2,12,0,0
BKG5987722,2023-08-18,2023-08-22,Standard,2,4,1,0
BKG5988909,2023-08-07,2023-08-22,Deluxe,2,15,0,0
BKG5982458,2023-07-31,2023-08-22,Standard,1,22,1,0
BKG5989710,2023-08-01,2023-08-22,Deluxe,2,21,0,0
BKG5982704,2023-08-10,2023-08-22,Suite,2,12,0,0
BKG5982433,2023-08-08,2023-08-22,Standard,2,14,0,0
BKG5981340,2023-08-11,2023-08-22,Standard,1,11,0,0
BKG5988094,2023-07-24,2023-08-22,Deluxe,1,29,0,0
BKG5985795,2023-08-01,2023-08-22,Deluxe,3,21,1,0
BKG5981919,2023-08-13,2023-08-22,Suite,1,9,0,0
BKG5986532,2023-08-10,2023-08-22,Suite,3,12,0,0
BKG5981952,2023-07-26,2023-08-22,Standard,1,27,0,0
BKG5988581,2023-08-03,2023-08-22,Deluxe,2,19,0,0
BKG5982568,2023-08-05,2023-08-22,Standard,1,17,0,0
BKG5981178,2023-07-25,2023-08-22,Deluxe,3,28,0,0
BKG5988979,2023-07-27,2023-08-22,Standard,1,26,0,0
BKG5987378,2023-08-10,2023-08-22,Standard,1,12,0,0
BKG5981954,2023-08-10,2023-08-22,Suite,3,12,0,0
BKG5987700,2023-07-29,2023-08-22,Deluxe,3,24,0,0
BKG5985851,2023-07-29,2023-08-22,Deluxe,3,24,1,0
BKG5984470,2023-07-26,2023-08-22,Standard,3,27,0,1
BKG5981773,2023-08-19,2023-08-22,Deluxe,2,3,1,0
BKG5984399,2023-07-30,2023-08-22,Standard,3,23,0,0
BKG5985526,2023-08-09,2023-08-22,Suite,3,13,0,0
BKG5989403,2023-08-04,2023-08-22,Standard,3,18,0,0
BKG5985093,2023-08-11,2023-08-22,Standard,3,11,0,1
BKG5985157,2023-07-25,2023-08-22,Deluxe,1,28,0,0
BKG5981680,2023-08-15,2023-08-22,Deluxe,2,7,0,0
BKG5989478,2023-08-13,2023-08-22,Suite,2,9,0,1
BKG5986965,2023-08-10,2023-08-22,Suite,3,12,0,1
BKG5985659,2023-08-18,2023-08-22,Standard,3,4,1,0
BKG5988925,2023-07-26,2023-08-22,Deluxe,3,27,0,0
BKG5983125,2023-08-05,2023-08-22,Deluxe,3,17,1,0
BKG5985771,2023-08-20,2023-08-22,Suite,1,2,1,0
BKG5982836,2023-07-26,2023-08-22,Suite,1,27,0,0
BKG5985679,2023-08-06,2023-08-22,Standard,2,16,0,0
BKG5987855,2023-07-24,2023-08-22,Standard,3,29,0,0
BKG5987913,2023-08-12,2023-08-22,Suite,2,10,0,0
BKG5989189,2023-08-13,2023-08-22,Standard,1,9,0,0
BKG5989750,2023-08-03,2023-08-22,Standard,3,19,0,1
BKG5987417,2023-08-05,2023-08-22,Deluxe,3,17,0,0
BKG5989057,2023-08-13,2023-08-22,Standard,3,9,0,0
BKG5983286,2023-08-18,2023-08-22,Suite,1,4,0,0
BKG5982415,2023-07-26,2023-08-22,Deluxe,2,27,0,0
BKG5984265,2023-07-28,2023-08-22,Deluxe,2,25,0,0
BKG5986876,2023-08-09,2023-08-22,Standard,3,13,0,0
BKG5983962,2023-07-26,2023-08-22,Suite,1,27,0,0
BKG5988149,2023-08-13,2023-08-22,Standard,3,9,0,0
BKG5988562,2023-08-05,2023-08-22,Suite,2,17,0,0
BKG5981711,2023-08-15,2023-08-22,Standard,3,7,0,0
BKG5989290,2023-07-26,2023-08-22,Deluxe,3,27,0,0
BKG5982912,2023-08-20,2023-08-22,Deluxe,1,2,0,0
BKG5985754,2023-08-03,2023-08-22,Suite,1,19,0,0
BKG5985889,2023-08-21,2023-08-22,Deluxe,3,1,0,0
BKG5984941,2023-08-14,2023-08-22,Standard,1,8,0,0
BKG5983296,2023-08-11,2023-08-22,Suite,3,11,0,0
BKG5981802,2023-08-16,2023-08-22,Suite,3,6,0,0
BKG5981356,2023-08-04,2023-08-22,Standard,1,18,0,0
BKG5987823,2023-08-02,2023-08-22,Suite,3,20,0,0
BKG5981422,2023-08-10,2023-08-22,Suite,1,12,0,0
BKG5989188,2023-08-06,2023-08-22,Suite,2,16,0,0
BKG5985902,2023-08-01,2023-08-22,Standard,2,21,0,0
BKG5988467,2023-08-16,2023-08-22,Deluxe,1,6,0,0
BKG5988824,2023-08-10,2023-08-22,Deluxe,2,12,0,0
BKG5985972,2023-08-12,2023-08-22,Standard,3,10,0,0
BKG5984375,2023-08-06,2023-08-22,Suite,3,16,0,0
BKG5988756,2023-08-01,2023-08-22,Deluxe,3,21,0,0
BKG5987796,2023-07-30,2023-08-22,Standard,3,23,0,0
BKG5986480,2023-08-14,2023-08-22,Suite,1,8,0,0
BKG5984101,2023-08-13,2023-08-22,Standard,1,9,1,0
BKG5982382,2023-08-09,2023-08-22,Suite,3,13,0,0
BKG5986927,2023-08-20,2023-08-22,Suite,2,2,1,0
BKG5984386,2023-08-21,2023-08-22,Suite,3,1,0,0
BKG5985935,2023-08-18,2023-08-22,Standard,1,4,0,0
BKG5982602,2023-08-02,2023-08-22,Deluxe,1,20,1,0
BKG5982351,2023-08-13,2023-08-22,Deluxe,1,9,0,0
BKG5986239,2023-07-30,2023-08-22,Standard,1,23,1,0
BKG5981924,2023-08-03,2023-08-22,Suite,3,19,0,0
BKG5981767,2023-08-07,2023-08-22,Standard,1,15,0,0
BKG5983595,2023-08-18,2023-08-22,Standard,2,4,0,0
BKG5989158,2023-08-08,2023-08-22,Suite,3,14,0,0
BKG5982706,2023-07-31,2023-08-22,Suite,2,22,0,0
BKG5986027,2023-08-12,2023-08-22,Suite,3,10,0,0
BKG5986732,2023-07-31,2023-08-22,Deluxe,2,22,0,0
BKG5989485,2023-07-25,2023-08-22,Deluxe,1,28,0,0
BKG5996515,2023-08-20,2023-08-23,Standard,1,3,0,0
BKG5998951,2023-07-31,2023-08-23,Deluxe,2,23,0,0
BKG5992689,2023-07-28,2023-08-23,Suite,1,26,0,0
BKG5997973,2023-08-11,2023-08-23,Suite,1,12,0,0
BKG5992612,2023-07-29,2023-08-23,Standard,3,25,0,0
BKG5996884,2023-08-03,2023-08-23,Deluxe,3,20,0,0
BKG5993240,2023-08-14,2023-08-23,Standard,1,9,0,0
BKG5992990,2023-08-21,2023-08-23,Standard,3,2,1,0
BKG5993596,2023-07-26,2023-08-23,Standard,1,28,0,0
BKG5998873,2023-08-10,2023-08-23,Deluxe,2,13,0,0
BKG5996628,2023-08-02,2023-08-23,Suite,2,21,0,1
BKG5996679,2023-07-26,2023-08-23,Suite,1,28,0,0
BKG5993118,2023-08-01,2023-08-23,Standard,1,22,0,0
BKG5992391,2023-08-20,2023-08-23,Suite,1,3,0,0
BKG5996695,2023-08-17,2023-08-23,Deluxe,1,6,0,0
BKG5992900,2023-08-12,2023-08-23,Suite,2,11,0,0
BKG5993312,2023-07-28,2023-08-23,Deluxe,1,26,0,0
BKG5999441,2023-08-01,2023-08-23,Suite,2,22,0,1
BKG5992962,2023-08-03,2023-08-23,Suite,3,20,0,0
BKG5993966,2023-07-29,2023-08-23,Deluxe,3,25,1,0
BKG5997180,2023-08-19,2023-08-23,Deluxe,3,4,0,0
BKG5997553,2023-08-01,2023-08-23,Standard,1,22,1,0
BKG5995601,2023-08-14,2023-08-23,Suite,1,9,0,0
BKG5993442,2023-07-27,2023-08-23,Deluxe,3,27,0,0
BKG5997240,2023-08-13,2023-08-23,Standard,3,10,0,0
BKG5992018,2023-08-04,2023-08-23,Deluxe,1,19,0,0
BKG5997297,2023-08-13,2023-08-23,Suite,2,10,0,0
BKG5991637,2023-07-28,2023-08-23,Standard,1,26,0,0
BKG5997778,2023-07-27,2023-08-23,Standard,2,27,0,0
BKG5995682,2023-08-17,2023-08-23,Deluxe,2,6,0,0
BKG5994194,2023-08-13,2023-08-23,Deluxe,2,10,0,0
BKG5993789,2023-08-21,2023-08-23,Standard,1,2,1,0
BKG5997999,2023-08-06,2023-08-23,Deluxe,2,17,0,0
BKG5995291,2023-08-08,2023-08-23,Standard,1,15,0,0
BKG5992918,2023-08-21,2023-08-23,Suite,1,2,0,0
BKG5994413,2023-08-16,2023-08-23,Deluxe,1,7,0,0
BKG5991878,2023-07-26,2023-08-23,Suite,1,28,1,0
BKG5998730,2023-07-25,2023-08-23,Suite,1,29,1,0
BKG5998736,2023-08-11,2023-08-23,Suite,1,12,0,0
BKG5994789,2023-08-11,2023-08-23,Standard,1,12,0,0
BKG5992935,2023-08-22,2023-08-23,Deluxe,2,1,0,0
BKG5999563,2023-07-29,2023-08-23,Standard,1,25,0,0
BKG5993725,2023-08-22,2023-08-23,Standard,2,1,0,1
BKG5992264,2023-07-25,2023-08-23,Deluxe,3,29,0,0
BKG5994450,2023-08-08,2023-08-23,Deluxe,2,15,0,0
BKG5992329,2023-08-12,2023-08-23,Deluxe,1,11,0,0
BKG5991244,2023-08-18,2023-08-23,Suite,3,5,0,0
BKG5999856,2023-08-02,2023-08-23,Suite,3,21,0,0
BKG5997796,2023-08-01,2023-08-23,Deluxe,2,22,1,0
BKG5996401,2023-07-29,2023-08-23,Deluxe,1,25,0,0
BKG5991785,2023-07-31,2023-08-23,Standard,2,23,0,0
BKG5997901,2023-08-17,2023-08-23,Standard,1,6,0,0
BKG5992903,2023-07-28,2023-08-23,Deluxe,1,26,0,0
BKG5991851,2023-07-25,2023-08-23,Deluxe,3,29,0,0
BKG5994946,2023-08-18,2023-08-23,Suite,2,5,0,0
BKG5991922,2023-07-30,2023-08-23,Standard,2,24,0,0
BKG5997230,2023-07-29,2023-08-23,Deluxe,2,25,0,0
BKG5992620,2023-08-12,2023-08-23,Deluxe,1,11,0,0
BKG5993642,2023-08-07,2023-08-23,Suite,2,16,0,0
BKG5996338,2023-08-16,2023-08-23,Standard,3,7,0,0
BKG5994912,2023-08-08,2023-08-23,Standard,2,15,0,0
BKG5992179,2023-08-09,2023-08-23,Standard,3,14,0,0
BKG5991056,2023-08-03,2023-08-23,Deluxe,1,20,0,1
BKG5996497,2023-08-20,2023-08-23,Suite,2,3,0,0
BKG5993963,2023-08-19,2023-08-23,Deluxe,3,4,0,0
BKG5992106,2023-08-17,2023-08-23,Deluxe,3,6,0,0
BKG5991535,2023-08-03,2023-08-23,Suite,3,20,0,0
BKG5993078,2023-08-10,2023-08-23,Suite,2,13,0,0
BKG5997762,2023-08-04,2023-08-23,Suite,1,19,0,0
BKG5996900,2023-08-01,2023-08-23,Standard,2,22,0,0
BKG5995825,2023-08-04,2023-08-23,Deluxe,3,19,0,0
BKG5999153,2023-08-19,2023-08-23,Suite,1,4,0,0
BKG5992298,2023-08-16,2023-08-23,Deluxe,1,7,0,1
BKG5997165,2023-07-31,2023-08-23,Standard,3,23,0,0
BKG5999802,2023-08-15,2023-08-23,Standard,1,8,0,0
BKG5994760,2023-07-31,2023-08-23,Standard,2,23,0,0
BKG5996928,2023-08-12,2023-08-23,Standard,3,11,1,0
BKG5996937,2023-08-02,2023-08-23,Deluxe,2,21,0,0
BKG5998084,2023-08-19,2023-08-23,Suite,2,4,0,0
BKG5997787,2023-08-10,2023-08-23,Standard,1,13,1,0
BKG5996227,2023-08-07,2023-08-23,Deluxe,2,16,0,0
BKG5998213,2023-08-01,2023-08-23,Standard,3,22,0,0
BKG5997330,2023-08-07,2023-08-23,Standard,1,16,0,0
BKG5997546,2023-08-07,2023-08-23,Standard,1,16,0,0
BKG5997725,2023-08-06,2023-08-23,Standard,1,17,1,0
BKG5992436,2023-08-09,2023-08-23,Deluxe,3,14,0,0
BKG5999572,2023-08-02,2023-08-23,Suite,2,21,0,0
BKG5997013,2023-08-20,2023-08-23,Deluxe,1,3,0,0
BKG5993931,2023-07-26,2023-08-23,Standard,2,28,0,0
BKG5995483,2023-08-06,2023-08-23,Suite,3,17,0,0
BKG5998790,2023-07-28,2023-08-23,Suite,2,26,0,0
BKG5999320,2023-08-16,2023-08-23,Suite,1,7,0,0
BKG5991673,2023-08-13,2023-08-23,Suite,3,10,0,0
BKG5993120,2023-08-07,2023-08-23,Deluxe,1,16,0,0
BKG5991498,2023-08-12,2023-08-23,Standard,1,11,0,0
BKG5992389,2023-08-18,2023-08-23,Standard,3,5,0,0
BKG5993381,2023-08-13,2023-08-23,Deluxe,2,10,0,0
BKG5996548,2023-07-28,2023-08-23,Deluxe,3,26,0,0
BKG5991645,2023-08-22,2023-08-23,Standard,1,1,0,0
BKG5996904,2023-07-28,2023-08-23,Suite,1,26,0,1
BKG5994427,2023-08-05,2023-08-23,Suite,1,18,0,0
BKG6008195,2023-08-12,2023-08-24,Standard,3,12,0,1
BKG6007964,2023-08-04,2023-08-24,Deluxe,3,20,0,0
BKG6006696,2023-08-07,2023-08-24,Deluxe,3,17,0,0
BKG6008738,2023-08-20,2023-08-24,Standard,1,4,0,0
BKG6002970,2023-08-14,2023-08-24,Suite,1,10,0,0
BKG6005295,2023-08-05,2023-08-24,Standard,2,19,0,0
BKG6005222,2023-07-30,2023-08-24,Deluxe,1,25,0,0
BKG6005972,2023-08-16,2023-08-24,Deluxe,3,8,0,0
BKG6004781,2023-08-04,2023-08-24,Standard,2,20,0,0
BKG6004766,2023-08-08,2023-08-24,Deluxe,1,16,0,0
BKG6008710,2023-08-16,2023-08-24,Suite,2,8,0,0
BKG6005767,2023-08-19,2023-08-24,Standard,1,5,0,0
BKG6004506,2023-07-30,2023-08-24,Standard,2,25,0,0
BKG6007245,2023-07-28,2023-08-24,Standard,3,27,0,0
BKG6002758,2023-08-05,2023-08-24,Suite,3,19,0,0
BKG6007051,2023-08-07,2023-08-24,Deluxe,3,17,1,0
BKG6009428,2023-08-07,2023-08-24,Suite,1,17,0,0
BKG6004192,2023-08-13,2023-08-24,Standard,3,11,0,0
BKG6004524,2023-08-22,2023-08-24,Suite,3,2,0,0
BKG6005726,2023-08-18,2023-08-24,Deluxe,2,6,0,0
BKG6005231,2023-08-08,2023-08-24,Deluxe,1,16,0,0
BKG6003570,2023-08-01,2023-08-24,Deluxe,1,23,0,0
BKG6003765,2023-08-17,2023-08-24,Deluxe,2,7,0,1
BKG6008045,2023-08-12,2023-08-24,Suite,3,12,0,0
BKG6002759,2023-08-01,2023-08-24,Suite,1,23,0,0
BKG6007666,2023-08-16,2023-08-24,Standard,2,8,1,0
BKG6003923,2023-08-18,2023-08-24,Standard,1,6,0,0
BKG6008021,2023-08-21,2023-08-24,Standard,1,3,0,0
BKG6007812,2023-08-21,2023-08-24,Standard,2,3,0,0
BKG6008438,2023-08-23,2023-08-24,Deluxe,2,1,0,0
BKG6003627,2023-08-14,2023-08-24,Standard,1,10,0,0
BKG6002955,2023-08-03,2023-08-24,Deluxe,2,21,0,0
BKG6005798,2023-08-11,2023-08-24,Deluxe,2,13,0,0
BKG6005361,2023-08-20,2023-08-24,Suite,1,4,0,0
BKG6001984,2023-08-20,2023-08-24,Standard,1,4,0,0
BKG6005926,2023-08-18,2023-08-24,Standard,2,6,1,0
BKG6006101,2023-08-20,2023-08-24,Deluxe,2,4,0,0
BKG6002317,2023-07-28,2023-08-24,Standard,3,27,0,0
BKG6008302,2023-07-26,2023-08-24,Suite,1,29,0,0
BKG6008310,2023-07-31,2023-08-24,Deluxe,3,24,0,0
BKG6005873,2023-07-31,2023-08-24,Deluxe,3,24,0,0
BKG6006414,2023-08-22,2023-08-24,Deluxe,2,2,0,0
BKG6002363,2023-08-22,2023-08-24,Deluxe,1,2,1,0
BKG6003464,2023-08-20,2023-08-24,Deluxe,2,4,0,0
BKG6003196,2023-08-07,2023-08-24,Suite,3,17,1,0
BKG6002974,2023-08-12,2023-08-24,Suite,3,12,0,1
BKG6005461,2023-07-31,2023-08-24,Standard,2,24,0,0
BKG6006597,2023-08-08,2023-08-24,Standard,1,16,0,0
BKG6006625,2023-08-14,2023-08-24,Deluxe,3,10,0,0
BKG6006315,2023-07-30,2023-08-24,Deluxe,1,25,0,0
BKG6009899,2023-08-06,2023-08-24,Deluxe,1,18,0,0
BKG6003437,2023-07-28,2023-08-24,Standard,3,27,0,0
BKG6009447,2023-08-08,2023-08-24,Deluxe,1,16,0,0
BKG6006693,2023-08-09,2023-08-24,Deluxe,1,15,0,0
BKG6005112,2023-07-30,2023-08-24,Suite,3,25,1,0
BKG6009902,2023-08-06,2023-08-24,Suite,3,18,0,0
BKG6001882,2023-07-28,2023-08-24,Deluxe,3,27,0,0
BKG6008991,2023-08-10,2023-08-24,Suite,1,14,0,0
BKG6004077,2023-08-19,2023-08-24,Suite,2,5,1,0
BKG6007875,2023-08-09,2023-08-24,Deluxe,1,15,0,0
BKG6007516,2023-08-23,2023-08-24,Standard,1,1,0,0
BKG6008673,2023-08-22,2023-08-24,Deluxe,3,2,0,0
BKG6002629,2023-08-23,2023-08-24,Suite,1,1,0,0
BKG6003471,2023-08-03,2023-08-24,Suite,2,21,0,0
BKG6009270,2023-08-21,2023-08-24,Standard,2,3,0,0
BKG6004857,2023-08-12,2023-08-24,Standard,1,12,0,0
BKG6007518,2023-08-02,2023-08-24,Deluxe,2,22,1,0
BKG6008985,2023-08-18,2023-08-24,Deluxe,1,6,1,0
BKG6002811,2023-08-04,2023-08-24,Deluxe,3,20,0,0
BKG6004432,2023-08-23,2023-08-24,Deluxe,1,1,0,0
BKG6003562,2023-08-07,2023-08-24,Standard,2,17,0,0
BKG6005113,2023-07-26,2023-08-24,Deluxe,1,29,0,0
BKG6006348,2023-08-19,2023-08-24,Standard,3,5,0,0
BKG6006495,2023-08-18,2023-08-24,Suite,3,6,0,1
BKG6003178,2023-08-08,2023-08-24,Standard,3,16,0,0
BKG6001964,2023-07-28,2023-08-24,Standard,3,27,1,0
BKG6008680,2023-08-05,2023-08-24,Suite,2,19,0,1
BKG6001475,2023-08-11,2023-08-24,Suite,1,13,0,0
BKG6001496,2023-08-08,2023-08-24,Deluxe,2,16,0,0
BKG6003389,2023-07-28,2023-08-24,Standard,2,27,1,0
BKG6003489,2023-08-09,2023-08-24,Suite,3,15,0,0
BKG6006300,2023-08-03,2023-08-24,Deluxe,1,21,0,0
BKG6007690,2023-08-07,2023-08-24,Standard,1,17,0,0
BKG6008958,2023-08-04,2023-08-24,Suite,2,20,0,0
BKG6009104,2023-08-05,2023-08-24,Standard,1,19,0,0
BKG6005720,2023-08-06,2023-08-24,Deluxe,2,18,0,0
BKG6002760,2023-08-05,2023-08-24,Standard,3,19,1,0
BKG6004305,2023-08-20,2023-08-24,Deluxe,3,4,0,0
BKG6004650,2023-08-22,2023-08-24,Deluxe,1,2,0,0
BKG6005986,2023-08-03,2023-08-24,Standard,1,21,0,0
BKG6005126,2023-08-09,2023-08-24,Deluxe,3,15,0,0
BKG6004083,2023-07-26,2023-08-24,Suite,3,29,0,0
BKG6004272,2023-07-30,2023-08-24,Standard,3,25,0,0
BKG6004115,2023-08-01,2023-08-24,Deluxe,2,23,0,0
BKG6004771,2023-08-18,2023-08-24,Deluxe,2,6,0,1
BKG6002932,2023-08-23,2023-08-24,Suite,2,1,0,0
BKG6009484,2023-08-23,2023-08-24,Suite,3,1,1,0
BKG6003744,2023-08-19,2023-08-24,Suite,2,5,0,0
BKG6005435,2023-08-08,2023-08-24,Suite,3,16,0,0
BKG6008092,2023-08-18,2023-08-24,Suite,2,6,0,0
BKG6003457,2023-08-15,2023-08-24,Deluxe,3,9,0,0
BKG6005227,2023-07-27,2023-08-24,Deluxe,3,28,0,0
BKG6018072,2023-08-07,2023-08-25,Deluxe,2,18,0,0
BKG6011743,2023-08-18,2023-08-25,Suite,2,7,0,0
BKG6014130,2023-08-07,2023-08-25,Deluxe,2,18,1,0
BKG6011830,2023-08-03,2023-08-25,Suite,2,22,0,0
BKG6016033,2023-08-09,2023-08-25,Standard,1,16,1,0
BKG6016342,2023-08-05,2023-08-25,Standard,2,20,0,0
BKG6012615,2023-08-09,2023-08-25,Deluxe,3,16,0,0
BKG6013392,2023-08-07,2023-08-25,Suite,2,18,0,0
BKG6016955,2023-08-07,2023-08-25,Standard,3,18,0,0
BKG6019530,2023-08-08,2023-08-25,Standard,2,17,0,0
BKG6014471,2023-08-04,2023-08-25,Suite,1,21,0,0
BKG6013255,2023-08-17,2023-08-25,Standard,1,8,0,0
BKG6017157,2023-08-01,2023-08-25,Suite,2,24,0,0
BKG6011044,2023-08-19,2023-08-25,Suite,3,6,1,0
BKG6014376,2023-08-01,2023-08-25,Suite,2,24,0,0
BKG6012869,2023-07-28,2023-08-25,Suite,2,28,0,0
BKG6014465,2023-08-12,2023-08-25,Suite,2,13,0,0
BKG6015045,2023-08-10,2023-08-25,Suite,2,15,1,0
BKG6019329,2023-07-30,2023-08-25,Suite,1,26,0,1
BKG6018702,2023-08-09,2023-08-25,Deluxe,3,16,0,0
BKG6013331,2023-08-08,2023-08-25,Standard,2,17,0,0
BKG6019575,2023-08-16,2023-08-25,Suite,2,9,0,0
BKG6019563,2023-08-04,2023-08-25,Standard,3,21,0,0
BKG6013331,2023-08-18,2023-08-25,Standard,1,7,0,0
BKG6013102,2023-08-05,2023-08-25,Suite,1,20,0,0
BKG6011739,2023-08-15,2023-08-25,Suite,1,10,0,0
BKG6019503,2023-08-07,2023-08-25,Standard,1,18,0,0
BKG6018702,2023-08-23,2023-08-25,Deluxe,1,2,0,0
BKG6019855,2023-08-02,2023-08-25,Suite,2,23,0,0
BKG6015200,2023-08-08,2023-08-25,Deluxe,2,17,0,0
BKG6017701,2023-07-28,2023-08-25,Suite,3,28,0,0
BKG6011196,2023-08-19,2023-08-25,Deluxe,1,6,1,0
BKG6013870,2023-08-07,2023-08-25,Standard,1,18,1,0
BKG6017538,2023-08-07,2023-08-25,Standard,3,18,0,0
BKG6029508,2023-08-13,2023-08-26,Standard,2,13,0,0
BKG6024521,2023-08-09,2023-08-26,Suite,1,17,0,0
BKG6023463,2023-08-14,2023-08-26,Standard,3,12,0,0
BKG6029659,2023-08-23,2023-08-26,Suite,1,3,0,0
BKG6024159,2023-08-21,2023-08-26,Deluxe,1,5,0,0
BKG6026706,2023-07-28,2023-08-26,Suite,3,29,0,0
BKG6027042,2023-08-12,2023-08-26,Standard,3,14,0,0
BKG6026207,2023-08-06,2023-08-26,Deluxe,2,20,0,0
BKG6026434,2023-08-25,2023-08-26,Standard,3,1,0,0
BKG6021185,2023-08-17,2023-08-26,Suite,3,9,0,0
BKG6029283,2023-08-18,2023-08-26,Suite,3,8,0,0
BKG6026714,2023-08-06,2023-08-26,Standard,2,20,0,0
BKG6029461,2023-08-06,2023-08-26,Suite,1,20,0,0
BKG6026123,2023-08-21,2023-08-26,Standard,3,5,0,0
BKG6024456,2023-08-20,2023-08-26,Suite,3,6,0,0
BKG6025737,2023-08-24,2023-08-26,Suite,2,2,1,0
BKG6027492,2023-08-09,2023-08-26,Deluxe,1,17,0,0
BKG6023964,2023-08-08,2023-08-26,Suite,3,18,1,0
BKG6024352,2023-08-07,2023-08-26,Suite,2,19,0,0
BKG6022112,2023-07-31,2023-08-26,Deluxe,2,26,0,0
BKG6029821,2023-08-12,2023-08-26,Deluxe,3,14,0,0
BKG6025839,2023-08-17,2023-08-26,Deluxe,3,9,0,0
BKG6025487,2023-08-21,2023-08-26,Suite,1,5,0,0
BKG6027808,2023-08-20,2023-08-26,Deluxe,3,6,1,0
BKG6023511,2023-08-03,2023-08-26,Standard,2,23,0,0
BKG6027512,2023-08-22,2023-08-26,Suite,2,4,0,0
BKG6021469,2023-08-19,2023-08-26,Suite,3,7,0,0
BKG6023846,2023-08-25,2023-08-26,Suite,1,1,0,0
BKG6025285,2023-08-20,2023-08-26,Deluxe,3,6,0,0
BKG6022976,2023-08-04,2023-08-26,Suite,1,22,0,0
BKG6029157,2023-08-10,2023-08-26,Deluxe,3,16,0,1
BKG6026283,2023-08-22,2023-08-26,Suite,2,4,0,0
BKG6026550,2023-08-11,2023-08-26,Suite,2,15,0,0
BKG6028688,2023-08-04,2023-08-26,Standard,3,22,1,0
BKG6023252,2023-08-16,2023-08-26,Standard,2,10,1,0
BKG6029972,2023-08-08,2023-08-26,Suite,2,18,0,0
BKG6023517,2023-08-08,2023-08-26,Standard,3,18,0,0
BKG6029364,2023-08-16,2023-08-26,Deluxe,2,10,1,0
BKG6024908,2023-08-16,2023-08-26,Deluxe,3,10,0,0
BKG6024879,2023-08-16,2023-08-26,Deluxe,3,10,0,0
BKG6021165,2023-08-07,2023-08-26,Standard,2,19,0,0
BKG6022858,2023-08-17,2023-08-26,Suite,2,9,0,0
BKG6021690,2023-08-12,2023-08-26,Suite,1,14,0,0
BKG6028785,2023-08-21,2023-08-26,Standard,3,5,0,0
BKG6022562,2023-08-07,2023-08-26,Deluxe,3,19,0,0
BKG6028090,2023-08-18,2023-08-26,Standard,1,8,0,0
BKG6021691,2023-08-12,2023-08-26,Standard,3,14,0,0
BKG6023444,2023-08-13,2023-08-26,Standard,1,13,0,0
BKG6029465,2023-08-16,2023-08-26,Standard,3,10,0,0
BKG6027207,2023-08-24,2023-08-26,Suite,2,2,0,0
BKG6023676,2023-08-20,2023-08-26,Deluxe,1,6,0,0
BKG6026188,2023-08-18,2023-08-26,Standard,1,8,1,0
BKG6021342,2023-08-14,2023-08-26,Suite,1,12,0,0
BKG6022045,2023-08-12,2023-08-26,Standard,2,14,0,0
BKG6026264,2023-08-21,2023-08-26,Standard,3,5,0,0
BKG6026286,2023-08-18,2023-08-26,Deluxe,2,8,0,0
BKG6023331,2023-08-19,2023-08-26,Standard,3,7,0,0
BKG6029545,2023-08-22,2023-08-26,Deluxe,3,4,0,0
BKG6029321,2023-08-12,2023-08-26,Suite,2,14,1,0
BKG6021299,2023-08-19,2023-08-26,Standard,2,7,0,0
BKG6025911,2023-08-02,2023-08-26,Standard,2,24,0,0
BKG6026978,2023-08-23,2023-08-26,Standard,3,3,0,0
BKG6022873,2023-08-15,2023-08-26,Suite,1,11,0,0
BKG6026720,2023-07-28,2023-08-26,Standard,2,29,0,0
BKG6024486,2023-08-08,2023-08-26,Deluxe,2,18,0,0
BKG6022458,2023-08-09,2023-08-26,Deluxe,3,17,0,0
BKG6026647,2023-08-24,2023-08-26,Deluxe,3,2,0,0
BKG6027160,2023-08-02,2023-08-26,Standard,3,24,0,0
BKG6024753,2023-08-14,2023-08-26,Suite,1,12,0,0
BKG6023147,2023-08-14,2023-08-26,Deluxe,1,12,0,0
BKG6023789,2023-08-06,2023-08-26,Suite,1,20,0,0
BKG6026250,2023-08-01,2023-08-26,Suite,2,25,1,0
BKG6024030,2023-08-03,2023-08-26,Deluxe,2,23,0,0
BKG6026871,2023-08-13,2023-08-26,Deluxe,1,13,0,0
BKG6029634,2023-08-14,2023-08-26,Standard,2,12,0,0
BKG6026180,2023-08-25,2023-08-26,Standard,1,1,1,0
BKG6021680,2023-08-05,2023-08-26,Standard,1,21,0,0
BKG6023161,2023-07-29,2023-08-26,Suite,1,28,0,0
BKG6024593,2023-07-28,2023-08-26,Standard,1,29,1,0
BKG6025752,2023-07-28,2023-08-26,Standard,1,29,0,0
BKG6023197,2023-08-15,2023-08-26,Standard,1,11,0,0
BKG6026384,2023-08-14,2023-08-26,Standard,2,12,0,0
BKG6021088,2023-07-30,2023-08-26,Suite,3,27,1,0
BKG6025676,2023-08-02,2023-08-26,Suite,2,24,0,0
BKG6021254,2023-08-21,2023-08-26,Suite,3,5,0,0
BKG6029191,2023-08-02,2023-08-26,Deluxe,3,24,0,0
BKG6024990,2023-08-01,2023-08-26,Suite,3,25,0,0
BKG6027104,2023-08-21,2023-08-26,Deluxe,1,5,0,0
BKG6024822,2023-08-04,2023-08-26,Suite,1,22,0,0
