date,category,sales_amount
2023-02-24,Beverages,964.51
2023-02-25,Breakfast,830.65
2023-02-25,Lunch,1055.24
2023-02-25,Dinner,913.75
2023-02-25,Beverages,509.24
2023-02-26,Breakfast,955.15
2023-02-26,Lunch,1214.78
2023-02-26,Dinner,657.86
2023-02-26,Beverages,657.85
2023-02-27,Breakfast,825.22
2023-02-27,Lunch,1382.35
2023-02-27,Dinner,1327.87
2023-02-27,Beverages,540.88
2023-02-28,Breakfast,1128.04
2023-02-28,Lunch,1222.01
2023-02-28,Dinner,896.38
2023-02-28,Beverages,433.76
2023-03-01,Breakfast,1108.99
2023-03-01,Lunch,637.15
2023-03-01,Dinner,1081.04
2023-03-01,Beverages,713.52
2023-03-02,Breakfast,986.21
2023-03-02,Lunch,1181.73
2023-03-02,Dinner,895.29
2023-03-02,Beverages,807.13
2023-03-03,Breakfast,887.68
2023-03-03,Lunch,754.91
2023-03-03,Dinner,686.36
2023-03-03,Beverages,438.52
2023-03-04,Breakfast,947.77
2023-03-04,Lunch,880.88
2023-03-04,Dinner,1439.54
2023-03-04,Beverages,794.01
2023-03-05,Breakfast,1400.51
2023-03-05,Lunch,1098.75
2023-03-05,Dinner,1016.98
2023-03-05,Beverages,773.69
2023-03-06,Breakfast,1204.46
2023-03-06,Lunch,963.67
2023-03-06,Dinner,1132.62
2023-03-06,Beverages,717.08
2023-03-07,Breakfast,854.97
2023-03-07,Lunch,932.36
2023-03-07,Dinner,1087.54
2023-03-07,Beverages,778.1
2023-03-08,Breakfast,1097.24
2023-03-08,Lunch,1369.1
2023-03-08,Dinner,1278.36
2023-03-08,Beverages,621.25
2023-03-09,Breakfast,932.51
2023-03-09,Lunch,623.59
2023-03-09,Dinner,1086.54
2023-03-09,Beverages,947.21
2023-03-10,Breakfast,901.04
2023-03-10,Lunch,1044.97
2023-03-10,Dinner,755.58
2023-03-10,Beverages,838.24
2023-03-11,Breakfast,853.01
2023-03-11,Lunch,1533.11
2023-03-11,Dinner,1256.35
2023-03-11,Beverages,866.99
2023-03-12,Breakfast,894.23
2023-03-12,Lunch,912.3
2023-03-12,Dinner,1118.35
2023-03-12,Beverages,387.16
2023-03-13,Breakfast,1146.89
2023-03-13,Lunch,1064.53
2023-03-13,Dinner,714.77
2023-03-13,Beverages,830.26
2023-03-14,Breakfast,501.83
2023-03-14,Lunch,925.59
2023-03-14,Dinner,1033.64
2023-03-14,Beverages,775.31
2023-03-15,Breakfast,1081.08
2023-03-15,Lunch,831.97
2023-03-15,Dinner,829.05
2023-03-15,Beverages,647.21
2023-03-16,Breakfast,1067.62
2023-03-16,Lunch,1027.01
2023-03-16,Dinner,919.58
2023-03-16,Beverages,832.32
2023-03-17,Breakfast,695.97
2023-03-17,Lunch,788.0
2023-03-17,Dinner,939.15
2023-03-17,Beverages,664.88
2023-03-18,Breakfast,1195.14
2023-03-18,Lunch,823.8
2023-03-18,Dinner,1095.49
2023-03-18,Beverages,899.92
2023-03-19,Breakfast,1167.89
2023-03-19,Lunch,793.67
2023-03-19,Dinner,1256.66
2023-03-19,Beverages,664.76
2023-03-20,Breakfast,913.45
2023-03-20,Lunch,948.16
2023-03-20,Dinner,1092.01
2023-03-20,Beverages,643.58
2023-03-21,Breakfast,1212.56
2023-03-21,Lunch,958.22
2023-03-21,Dinner,982.85
2023-03-21,Beverages,720.95
2023-03-22,Breakfast,923.45
2023-03-22,Lunch,1150.27
2023-03-22,Dinner,824.4
2023-03-22,Beverages,574.73
2023-03-23,Breakfast,636.97
2023-03-23,Lunch,1137.05
2023-03-23,Dinner,888.45
2023-03-23,Beverages,801.65
2023-03-24,Breakfast,1131.52
2023-03-24,Lunch,1001.42
2023-03-24,Dinner,1068.82
2023-03-24,Beverages,707.4
2023-03-25,Breakfast,992.93
2023-03-25,Lunch,912.2
2023-03-25,Dinner,1033.32
2023-03-25,Beverages,755.42
2023-03-26,Breakfast,1114.35
2023-03-26,Lunch,959.91
2023-03-26,Dinner,1025.62
2023-03-26,Beverages,749.03
2023-03-27,Breakfast,1173.31
2023-03-27,Lunch,1305.64
2023-03-27,Dinner,1011.62
2023-03-27,Beverages,747.06
2023-03-28,Breakfast,651.35
2023-03-28,Lunch,1222.68
2023-03-28,Dinner,981.93
2023-03-28,Beverages,880.0
2023-03-29,Breakfast,1063.04
2023-03-29,Lunch,969.58
2023-03-29,Dinner,1479.69
2023-03-29,Beverages,933.41
2023-03-30,Breakfast,1006.96
2023-03-30,Lunch,682.06
2023-03-30,Dinner,772.46
2023-03-30,Beverages,605.36
2023-03-31,Breakfast,1203.23
2023-03-31,Lunch,1047.06
2023-03-31,Dinner,1080.51
2023-03-31,Beverages,675.78
2023-04-01,Breakfast,934.87
2023-04-01,Lunch,1413.97
2023-04-01,Dinner,1235.44
2023-04-01,Beverages,1002.9
2023-04-02,Breakfast,1049.41
2023-04-02,Lunch,1112.96
2023-04-02,Dinner,733.58
2023-04-02,Beverages,240.6
2023-04-03,Breakfast,977.43
2023-04-03,Lunch,569.6
2023-04-03,Dinner,1118.98
2023-04-03,Beverages,1166.17
2023-04-04,Breakfast,826.8
2023-04-04,Lunch,887.94
2023-04-04,Dinner,927.22
2023-04-04,Beverages,466.92
2023-04-05,Breakfast,744.25
2023-04-05,Lunch,1139.28
2023-04-05,Dinner,1093.19
2023-04-05,Beverages,520.62
2023-04-06,Breakfast,726.91
2023-04-06,Lunch,931.35
2023-04-06,Dinner,1136.22
2023-04-06,Beverages,686.02
2023-04-07,Breakfast,1147.09
2023-04-07,Lunch,443.85
2023-04-07,Dinner,1096.16
2023-04-07,Beverages,327.51
2023-04-08,Breakfast,1345.05
2023-04-08,Lunch,1203.83
2023-04-08,Dinner,1077.01
2023-04-08,Beverages,676.57
2023-04-09,Breakfast,1090.41
2023-04-09,Lunch,1269.64
2023-04-09,Dinner,1087.35
2023-04-09,Beverages,504.98
2023-04-10,Breakfast,1216.25
2023-04-10,Lunch,660.64
2023-04-10,Dinner,855.2
2023-04-10,Beverages,774.3
2023-04-11,Breakfast,1134.3
2023-04-11,Lunch,974.69
2023-04-11,Dinner,862.97
2023-04-11,Beverages,686.24
2023-04-12,Breakfast,945.29
2023-04-12,Lunch,1136.44
2023-04-12,Dinner,974.53
2023-04-12,Beverages,785.87
2023-04-13,Breakfast,668.12
2023-04-13,Lunch,1002.98
2023-04-13,Dinner,1038.8
2023-04-13,Beverages,731.08
2023-04-14,Breakfast,1485.26
2023-04-14,Lunch,1165.27
2023-04-14,Dinner,1067.94
2023-04-14,Beverages,496.38
2023-04-15,Breakfast,1126.68
2023-04-15,Lunch,1062.97
2023-04-15,Dinner,1215.93
2023-04-15,Beverages,706.52
2023-04-16,Breakfast,1191.0
2023-04-16,Lunch,1213.91
2023-04-16,Dinner,969.7
2023-04-16,Beverages,861.17
2023-04-17,Breakfast,822.74
2023-04-17,Lunch,917.05
2023-04-17,Dinner,741.14
2023-04-17,Beverages,890.81
2023-04-18,Breakfast,844.74
2023-04-18,Lunch,1050.85
2023-04-18,Dinner,881.43
2023-04-18,Beverages,550.21
2023-04-19,Breakfast,1240.82
2023-04-19,Lunch,785.93
2023-04-19,Dinner,856.53
2023-04-19,Beverages,987.09
2023-04-20,Breakfast,1049.71
2023-04-20,Lunch,981.89
2023-04-20,Dinner,915.4
2023-04-20,Beverages,910.46
2023-04-21,Breakfast,865.11
2023-04-21,Lunch,1274.05
2023-04-21,Dinner,846.44
2023-04-21,Beverages,315.39
2023-04-22,Breakfast,1071.93
2023-04-22,Lunch,1005.99
2023-04-22,Dinner,1052.42
2023-04-22,Beverages,637.94
2023-04-23,Breakfast,923.83
2023-04-23,Lunch,969.22
2023-04-23,Dinner,1058.05
2023-04-23,Beverages,706.51
2023-04-24,Breakfast,1069.86
2023-04-24,Lunch,1230.02
2023-04-24,Dinner,880.49
2023-04-24,Beverages,821.61
2023-04-25,Breakfast,1284.17
2023-04-25,Lunch,766.94
2023-04-25,Dinner,1132.27
2023-04-25,Beverages,594.73
2023-04-26,Breakfast,1208.03
2023-04-26,Lunch,1057.36
2023-04-26,Dinner,1190.47
2023-04-26,Beverages,687.25
2023-04-27,Breakfast,701.31
2023-04-27,Lunch,1127.29
2023-04-27,Dinner,912.53
2023-04-27,Beverages,559.75
2023-04-28,Breakfast,975.48
2023-04-28,Lunch,986.13
2023-04-28,Dinner,1105.6
2023-04-28,Beverages,868.19
2023-04-29,Breakfast,1102.65
2023-04-29,Lunch,1239.21
2023-04-29,Dinner,842.72
2023-04-29,Beverages,791.77
2023-04-30,Breakfast,1076.21
2023-04-30,Lunch,991.08
2023-04-30,Dinner,1006.77
2023-04-30,Beverages,475.11
2023-05-01,Breakfast,967.17
2023-05-01,Lunch,759.43
2023-05-01,Dinner,999.91
2023-05-01,Beverages,863.01
2023-05-02,Breakfast,1371.95
2023-05-02,Lunch,737.0
2023-05-02,Dinner,1153.54
2023-05-02,Beverages,452.97
2023-05-03,Breakfast,1221.13
2023-05-03,Lunch,1155.3
2023-05-03,Dinner,1156.69
2023-05-03,Beverages,490.41
2023-05-04,Breakfast,1169.39
2023-05-04,Lunch,910.2
2023-05-04,Dinner,1008.21
2023-05-04,Beverages,601.99
2023-05-05,Breakfast,953.18
2023-05-05,Lunch,984.18
2023-05-05,Dinner,999.78
2023-05-05,Beverages,475.47
2023-05-06,Breakfast,1278.54
2023-05-06,Lunch,1145.27
2023-05-06,Dinner,859.64
2023-05-06,Beverages,498.06
2023-05-07,Breakfast,1060.98
2023-05-07,Lunch,1343.57
2023-05-07,Dinner,799.95
2023-05-07,Beverages,460.8
2023-05-08,Breakfast,1385.78
2023-05-08,Lunch,1078.2
2023-05-08,Dinner,1391.69
2023-05-08,Beverages,549.69
2023-05-09,Breakfast,990.54
2023-05-09,Lunch,1036.96
2023-05-09,Dinner,1184.26
2023-05-09,Beverages,770.19
2023-05-10,Breakfast,704.81
2023-05-10,Lunch,922.42
2023-05-10,Dinner,963.31
2023-05-10,Beverages,529.76
2023-05-11,Breakfast,1254.76
2023-05-11,Lunch,892.25
2023-05-11,Dinner,1090.26
2023-05-11,Beverages,837.73
2023-05-12,Breakfast,965.63
2023-05-12,Lunch,1011.38
2023-05-12,Dinner,1053.69
2023-05-12,Beverages,587.15
2023-05-13,Breakfast,945.94
2023-05-13,Lunch,1344.62
2023-05-13,Dinner,784.69
2023-05-13,Beverages,374.13
2023-05-14,Breakfast,843.64
2023-05-14,Lunch,968.58
2023-05-14,Dinner,1134.93
2023-05-14,Beverages,832.43
2023-05-15,Breakfast,730.48
2023-05-15,Lunch,1135.83
2023-05-15,Dinner,995.2
2023-05-15,Beverages,652.59
2023-05-16,Breakfast,1204.66
2023-05-16,Lunch,1061.54
2023-05-16,Dinner,1179.02
2023-05-16,Beverages,334.09
2023-05-17,Breakfast,1419.15
2023-05-17,Lunch,433.82
2023-05-17,Dinner,1168.39
2023-05-17,Beverages,969.67
2023-05-18,Breakfast,918.45
2023-05-18,Lunch,741.4
2023-05-18,Dinner,1020.6
2023-05-18,Beverages,485.74
2023-05-19,Breakfast,769.15
2023-05-19,Lunch,1075.9
2023-05-19,Dinner,614.81
2023-05-19,Beverages,683.73
2023-05-20,Breakfast,1316.13
2023-05-20,Lunch,751.35
2023-05-20,Dinner,1158.44
2023-05-20,Beverages,942.53
2023-05-21,Breakfast,1044.63
2023-05-21,Lunch,1060.59
2023-05-21,Dinner,664.1
2023-05-21,Beverages,656.86
2023-05-22,Breakfast,1275.69
2023-05-22,Lunch,797.48
2023-05-22,Dinner,1285.23
2023-05-22,Beverages,610.39
2023-05-23,Breakfast,998.53
2023-05-23,Lunch,1196.3
2023-05-23,Dinner,828.83
2023-05-23,Beverages,650.51
2023-05-24,Breakfast,631.37
2023-05-24,Lunch,1220.8
2023-05-24,Dinner,928.05
2023-05-24,Beverages,659.91
2023-05-25,Breakfast,1120.15
2023-05-25,Lunch,1028.12
2023-05-25,Dinner,1254.67
2023-05-25,Beverages,569.02
2023-05-26,Breakfast,816.67
2023-05-26,Lunch,1215.53
2023-05-26,Dinner,1231.19
2023-05-26,Beverages,725.48
2023-05-27,Breakfast,902.16
2023-05-27,Lunch,712.18
2023-05-27,Dinner,928.67
2023-05-27,Beverages,499.68
2023-05-28,Breakfast,873.03
2023-05-28,Lunch,982.4
2023-05-28,Dinner,1238.95
2023-05-28,Beverages,556.12
2023-05-29,Breakfast,878.12
2023-05-29,Lunch,1007.63
2023-05-29,Dinner,561.7
2023-05-29,Beverages,586.76
2023-05-30,Breakfast,934.21
2023-05-30,Lunch,1111.91
2023-05-30,Dinner,1125.3
2023-05-30,Beverages,743.32
2023-05-31,Breakfast,1017.29
2023-05-31,Lunch,1094.04
2023-05-31,Dinner,1171.17
2023-05-31,Beverages,361.71
2023-06-01,Breakfast,1085.49
2023-06-01,Lunch,695.46
2023-06-01,Dinner,1311.34
2023-06-01,Beverages,846.38
2023-06-02,Breakfast,1006.54
2023-06-02,Lunch,1352.27
2023-06-02,Dinner,1177.16
2023-06-02,Beverages,591.23
2023-06-03,Breakfast,779.76
2023-06-03,Lunch,1046.37
2023-06-03,Dinner,1403.24
2023-06-03,Beverages,877.82
2023-06-04,Breakfast,1033.26
2023-06-04,Lunch,1042.16
2023-06-04,Dinner,1085.51
2023-06-04,Beverages,1040.19
2023-06-05,Breakfast,883.76
2023-06-05,Lunch,932.56
2023-06-05,Dinner,1096.06
2023-06-05,Beverages,376.95
2023-06-06,Breakfast,1235.21
2023-06-06,Lunch,914.84
2023-06-06,Dinner,864.99
2023-06-06,Beverages,1054.04
2023-06-07,Breakfast,1162.72
2023-06-07,Lunch,1047.98
2023-06-07,Dinner,1027.92
2023-06-07,Beverages,559.64
2023-06-08,Breakfast,695.75
2023-06-08,Lunch,868.34
2023-06-08,Dinner,756.14
2023-06-08,Beverages,570.61
2023-06-09,Breakfast,1098.78
2023-06-09,Lunch,946.96
2023-06-09,Dinner,940.37
2023-06-09,Beverages,750.49
2023-06-10,Breakfast,1090.96
2023-06-10,Lunch,957.64
2023-06-10,Dinner,1079.41
2023-06-10,Beverages,737.34
2023-06-11,Breakfast,1133.55
2023-06-11,Lunch,933.21
2023-06-11,Dinner,1039.41
2023-06-11,Beverages,450.8
2023-06-12,Breakfast,1114.86
2023-06-12,Lunch,1028.96
2023-06-12,Dinner,1306.1
2023-06-12,Beverages,1075.29
2023-06-13,Breakfast,1097.17
2023-06-13,Lunch,996.08
2023-06-13,Dinner,755.98
2023-06-13,Beverages,1096.21
2023-06-14,Breakfast,1041.19
2023-06-14,Lunch,974.48
2023-06-14,Dinner,757.82
2023-06-14,Beverages,575.79
2023-06-15,Breakfast,910.8
2023-06-15,Lunch,666.92
2023-06-15,Dinner,1026.05
2023-06-15,Beverages,777.77
2023-06-16,Breakfast,1090.26
2023-06-16,Lunch,1202.87
2023-06-16,Dinner,766.45
2023-06-16,Beverages,512.48
2023-06-17,Breakfast,1287.25
2023-06-17,Lunch,1242.51
2023-06-17,Dinner,1016.11
2023-06-17,Beverages,828.3
2023-06-18,Breakfast,859.39
2023-06-18,Lunch,915.8
2023-06-18,Dinner,1224.12
2023-06-18,Beverages,783.58
2023-06-19,Breakfast,1339.37
2023-06-19,Lunch,917.07
2023-06-19,Dinner,1039.52
2023-06-19,Beverages,556.08
2023-06-20,Breakfast,1099.75
2023-06-20,Lunch,1073.13
2023-06-20,Dinner,831.94
2023-06-20,Beverages,445.08
2023-06-21,Breakfast,1172.49
2023-06-21,Lunch,858.22
2023-06-21,Dinner,1224.08
2023-06-21,Beverages,784.46
2023-06-22,Breakfast,946.73
2023-06-22,Lunch,981.47
2023-06-22,Dinner,1054.17
2023-06-22,Beverages,796.57
2023-06-23,Breakfast,756.31
2023-06-23,Lunch,725.91
2023-06-23,Dinner,1085.15
2023-06-23,Beverages,876.24
2023-06-24,Breakfast,747.94
2023-06-24,Lunch,946.83
2023-06-24,Dinner,934.68
2023-06-24,Beverages,678.51
2023-06-25,Breakfast,708.18
2023-06-25,Lunch,761.4
2023-06-25,Dinner,1001.36
2023-06-25,Beverages,710.65
2023-06-26,Breakfast,1196.11
2023-06-26,Lunch,1138.36
2023-06-26,Dinner,1171.94
2023-06-26,Beverages,762.1
2023-06-27,Breakfast,1285.32
2023-06-27,Lunch,1076.39
2023-06-27,Dinner,1050.49
2023-06-27,Beverages,847.59
2023-06-28,Breakfast,549.01
2023-06-28,Lunch,1487.73
2023-06-28,Dinner,1079.3
2023-06-28,Beverages,738.91
2023-06-29,Breakfast,968.97
2023-06-29,Lunch,1149.52
2023-06-29,Dinner,675.71
2023-06-29,Beverages,725.41
2023-06-30,Breakfast,654.89
2023-06-30,Lunch,698.03
2023-06-30,Dinner,595.81
2023-06-30,Beverages,343.6
2023-07-01,Breakfast,1279.99
2023-07-01,Lunch,1282.85
2023-07-01,Dinner,1385.58
2023-07-01,Beverages,812.4
2023-07-02,Breakfast,633.38
2023-07-02,Lunch,989.07
2023-07-02,Dinner,979.08
2023-07-02,Beverages,1098.64
2023-07-03,Breakfast,899.86
2023-07-03,Lunch,1274.68
2023-07-03,Dinner,1259.22
2023-07-03,Beverages,433.7
2023-07-04,Breakfast,1041.1
2023-07-04,Lunch,1050.41
2023-07-04,Dinner,1171.36
2023-07-04,Beverages,602.73
2023-07-05,Breakfast,1283.81
2023-07-05,Lunch,747.53
2023-07-05,Dinner,775.52
2023-07-05,Beverages,399.51
2023-07-06,Breakfast,940.83
2023-07-06,Lunch,869.4
2023-07-06,Dinner,850.49
2023-07-06,Beverages,431.44
2023-07-07,Breakfast,933.49
2023-07-07,Lunch,1017.71
2023-07-07,Dinner,1153.09
2023-07-07,Beverages,964.25
2023-07-08,Breakfast,801.54
2023-07-08,Lunch,1369.62
2023-07-08,Dinner,1365.02
2023-07-08,Beverages,653.58
2023-07-09,Breakfast,895.82
2023-07-09,Lunch,947.89
2023-07-09,Dinner,799.93
2023-07-09,Beverages,514.39
2023-07-10,Breakfast,1193.06
2023-07-10,Lunch,1553.69
2023-07-10,Dinner,1125.18
2023-07-10,Beverages,763.27
2023-07-11,Breakfast,996.54
2023-07-11,Lunch,1166.3
2023-07-11,Dinner,981.0
2023-07-11,Beverages,662.95
2023-07-12,Breakfast,1241.59
2023-07-12,Lunch,871.77
2023-07-12,Dinner,841.18
2023-07-12,Beverages,717.88
2023-07-13,Breakfast,1250.42
2023-07-13,Lunch,884.75
2023-07-13,Dinner,611.86
2023-07-13,Beverages,1053.8
2023-07-14,Breakfast,1162.99
2023-07-14,Lunch,1082.36
2023-07-14,Dinner,1125.48
2023-07-14,Beverages,573.0
2023-07-15,Breakfast,579.39
2023-07-15,Lunch,624.73
2023-07-15,Dinner,973.89
2023-07-15,Beverages,808.86
2023-07-16,Breakfast,799.63
2023-07-16,Lunch,715.0
2023-07-16,Dinner,1116.83
2023-07-16,Beverages,576.02
2023-07-17,Breakfast,944.1
2023-07-17,Lunch,850.21
2023-07-17,Dinner,928.03
2023-07-17,Beverages,685.43
2023-07-18,Breakfast,1189.9
2023-07-18,Lunch,994.61
2023-07-18,Dinner,827.65
2023-07-18,Beverages,927.08
2023-07-19,Breakfast,1019.02
2023-07-19,Lunch,1074.12
2023-07-19,Dinner,1293.19
2023-07-19,Beverages,528.71
2023-07-20,Breakfast,1127.54
2023-07-20,Lunch,954.98
2023-07-20,Dinner,1126.96
2023-07-20,Beverages,895.59
2023-07-21,Breakfast,1316.61
2023-07-21,Lunch,933.37
2023-07-21,Dinner,718.84
2023-07-21,Beverages,569.51
2023-07-22,Breakfast,919.04
2023-07-22,Lunch,435.54
2023-07-22,Dinner,1339.86
2023-07-22,Beverages,569.79
2023-07-23,Breakfast,1069.06
2023-07-23,Lunch,819.38
2023-07-23,Dinner,1234.63
2023-07-23,Beverages,818.42
2023-07-24,Breakfast,1103.41
2023-07-24,Lunch,964.02
2023-07-24,Dinner,1207.41
2023-07-24,Beverages,1241.54
2023-07-25,Breakfast,912.47
2023-07-25,Lunch,981.75
2023-07-25,Dinner,829.67
2023-07-25,Beverages,1027.52
2023-07-26,Breakfast,911.21
2023-07-26,Lunch,1067.37
2023-07-26,Dinner,721.02
2023-07-26,Beverages,371.94
2023-07-27,Breakfast,1172.59
2023-07-27,Lunch,886.79
2023-07-27,Dinner,870.74
2023-07-27,Beverages,532.26
2023-07-28,Breakfast,1296.84
2023-07-28,Lunch,1122.2
2023-07-28,Dinner,839.0
2023-07-28,Beverages,535.56
2023-07-29,Breakfast,993.89
2023-07-29,Lunch,1046.1
2023-07-29,Dinner,1038.78
2023-07-29,Beverages,339.56
2023-07-30,Breakfast,1114.7
2023-07-30,Lunch,890.09
2023-07-30,Dinner,1018.23
2023-07-30,Beverages,863.49
2023-07-31,Breakfast,781.28
2023-07-31,Lunch,1182.72
2023-07-31,Dinner,1474.13
2023-07-31,Beverages,1038.23
2023-08-01,Breakfast,1216.18
2023-08-01,Lunch,801.36
2023-08-01,Dinner,887.48
2023-08-01,Beverages,614.69
2023-08-02,Breakfast,888.21
2023-08-02,Lunch,1203.74
2023-08-02,Dinner,1190.93
2023-08-02,Beverages,636.97
2023-08-03,Breakfast,948.96
2023-08-03,Lunch,1063.04
2023-08-03,Dinner,808.41
2023-08-03,Beverages,558.64
2023-08-04,Breakfast,819.78
2023-08-04,Lunch,1452.34
2023-08-04,Dinner,1124.13
2023-08-04,Beverages,742.79
2023-08-05,Breakfast,1109.53
2023-08-05,Lunch,1167.6
2023-08-05,Dinner,617.31
2023-08-05,Beverages,468.38
2023-08-06,Breakfast,1028.77
2023-08-06,Lunch,914.05
2023-08-06,Dinner,795.18
2023-08-06,Beverages,465.46
2023-08-07,Breakfast,891.19
2023-08-07,Lunch,790.69
2023-08-07,Dinner,1141.14
2023-08-07,Beverages,556.71
2023-08-08,Breakfast,1083.87
2023-08-08,Lunch,991.4
2023-08-08,Dinner,668.78
2023-08-08,Beverages,415.54
2023-08-09,Breakfast,1219.5
2023-08-09,Lunch,632.01
2023-08-09,Dinner,1507.25
2023-08-09,Beverages,694.66
2023-08-10,Breakfast,1155.07
2023-08-10,Lunch,1147.46
2023-08-10,Dinner,1058.4
2023-08-10,Beverages,528.11
2023-08-11,Breakfast,1180.06
2023-08-11,Lunch,1265.94
2023-08-11,Dinner,1137.43
2023-08-11,Beverages,406.96
2023-08-12,Breakfast,1122.44
2023-08-12,Lunch,1115.02
2023-08-12,Dinner,626.79
2023-08-12,Beverages,695.3
2023-08-13,Breakfast,734.01
2023-08-13,Lunch,1149.38
2023-08-13,Dinner,1112.79
2023-08-13,Beverages,981.58
2023-08-14,Breakfast,901.8
2023-08-14,Lunch,1135.32
2023-08-14,Dinner,1088.53
2023-08-14,Beverages,524.94
2023-08-15,Breakfast,998.48
2023-08-15,Lunch,605.95
2023-08-15,Dinner,1221.17
2023-08-15,Beverages,885.23
2023-08-16,Breakfast,1065.39
2023-08-16,Lunch,1141.57
2023-08-16,Dinner,1298.48
2023-08-16,Beverages,759.92
2023-08-17,Breakfast,1374.09
2023-08-17,Lunch,1095.25
2023-08-17,Dinner,1002.64
2023-08-17,Beverages,810.41
2023-08-18,Breakfast,1125.57
2023-08-18,Lunch,1097.43
2023-08-18,Dinner,1449.57
2023-08-18,Beverages,1016.58
2023-08-19,Breakfast,1115.15
2023-08-19,Lunch,1060.34
2023-08-19,Dinner,764.77
2023-08-19,Beverages,823.57
2023-08-20,Breakfast,957.55
2023-08-20,Lunch,632.94
2023-08-20,Dinner,913.87
2023-08-20,Beverages,599.2
2023-08-21,Breakfast,1230.99
2023-08-21,Lunch,1022.47
2023-08-21,Dinner,1058.47
2023-08-21,Beverages,923.44
2023-08-22,Breakfast,888.08
2023-08-22,Lunch,886.61
2023-08-22,Dinner,843.33
2023-08-22,Beverages,733.09
2023-08-23,Breakfast,948.93
2023-08-23,Lunch,1256.69
2023-08-23,Dinner,798.23
2023-08-23,Beverages,477.95
2023-08-24,Breakfast,912.65
2023-08-24,Lunch,1141.83
2023-08-24,Dinner,912.8
2023-08-24,Beverages,671.59
2023-08-25,Breakfast,1063.39
2023-08-25,Lunch,1411.52
2023-08-25,Dinner,841.46
2023-08-25,Beverages,965.94
2023-08-26,Breakfast,940.05
2023-08-26,Lunch,1256.15
2023-08-26,Dinner,820.83
2023-08-26,Beverages,539.06
2023-08-27,Breakfast,1096.41
2023-08-27,Lunch,1002.12
2023-08-27,Dinner,1148.3
2023-08-27,Beverages,995.83
2023-08-28,Breakfast,1477.16
2023-08-28,Lunch,1152.78
2023-08-28,Dinner,981.33
2023-08-28,Beverages,848.76
2023-08-29,Breakfast,1042.2
2023-08-29,Lunch,1172.93
2023-08-29,Dinner,653.62
2023-08-29,Beverages,313.71
2023-08-30,Breakfast,1106.38
2023-08-30,Lunch,903.92
2023-08-30,Dinner,1102.86
2023-08-30,Beverages,942.84
2023-08-31,Breakfast,799.08
2023-08-31,Lunch,665.87
2023-08-31,Dinner,1065.81
2023-08-31,Beverages,1005.0
2023-09-01,Breakfast,672.49
2023-09-01,Lunch,1267.91
2023-09-01,Dinner,1218.77
2023-09-01,Beverages,789.64
2023-09-02,Breakfast,781.37
2023-09-02,Lunch,1109.75
2023-09-02,Dinner,1147.09
2023-09-02,Beverages,423.1
2023-09-03,Breakfast,697.52
2023-09-03,Lunch,1339.65
2023-09-03,Dinner,1175.85
2023-09-03,Beverages,728.88
2023-09-04,Breakfast,1400.61
2023-09-04,Lunch,503.59
2023-09-04,Dinner,725.26
2023-09-04,Beverages,519.86
2023-09-05,Breakfast,1072.76
2023-09-05,Lunch,1167.56
2023-09-05,Dinner,1206.72
2023-09-05,Beverages,447.39
2023-09-06,Breakfast,1160.22
2023-09-06,Lunch,1021.85
2023-09-06,Dinner,887.38
2023-09-06,Beverages,692.58
2023-09-07,Breakfast,759.65
2023-09-07,Lunch,967.23
2023-09-07,Dinner,1024.14
2023-09-07,Beverages,503.92
2023-09-08,Breakfast,1071.08
2023-09-08,Lunch,1081.57
2023-09-08,Dinner,914.87
2023-09-08,Beverages,426.58
2023-09-09,Breakfast,1191.94
2023-09-09,Lunch,945.26
2023-09-09,Dinner,951.96
2023-09-09,Beverages,701.01
2023-09-10,Breakfast,843.99
2023-09-10,Lunch,690.87
2023-09-10,Dinner,1339.64
2023-09-10,Beverages,1006.49
2023-09-11,Breakfast,913.11
2023-09-11,Lunch,1064.99
2023-09-11,Dinner,1234.69
2023-09-11,Beverages,474.3
2023-09-12,Breakfast,821.74
2023-09-12,Lunch,801.53
2023-09-12,Dinner,1153.93
2023-09-12,Beverages,962.49
2023-09-13,Breakfast,902.54
2023-09-13,Lunch,827.75
2023-09-13,Dinner,1488.28
2023-09-13,Beverages,767.83
2023-09-14,Breakfast,934.36
2023-09-14,Lunch,593.79
2023-09-14,Dinner,817.29
2023-09-14,Beverages,1127.71
2023-09-15,Breakfast,768.51
2023-09-15,Lunch,998.97
2023-09-15,Dinner,745.64
2023-09-15,Beverages,675.22
2023-09-16,Breakfast,1178.72
2023-09-16,Lunch,879.09
2023-09-16,Dinner,808.62
2023-09-16,Beverages,727.79
2023-09-17,Breakfast,1196.96
2023-09-17,Lunch,974.5
2023-09-17,Dinner,940.8
2023-09-17,Beverages,429.24
2023-09-18,Breakfast,1036.17
2023-09-18,Lunch,907.62
2023-09-18,Dinner,756.83
2023-09-18,Beverages,829.28
2023-09-19,Breakfast,1136.2
2023-09-19,Lunch,1018.31
2023-09-19,Dinner,1116.47
2023-09-19,Beverages,686.94
2023-09-20,Breakfast,765.94
2023-09-20,Lunch,1005.8
2023-09-20,Dinner,1304.55
2023-09-20,Beverages,716.35
2023-09-21,Breakfast,1068.88
2023-09-21,Lunch,824.43
2023-09-21,Dinner,1431.64
2023-09-21,Beverages,785.08
2023-09-22,Breakfast,1290.35
2023-09-22,Lunch,978.26
